Tournament,Date,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,y,year,rank_diff,pts_diff,odd_diff,h2h_advantage,last_winner,surface_winrate_adv
Hobart International,2020-01-15,Outdoor,Hard,2nd Round,3,Muguruza G.,Jabeur O.,Muguruza G.,34,85,1467,723,1.4,2.75,3-6 6-3 7-6,1,2020,51,744,1.35,0,,0.30000000000000004
Hobart International,2020-01-15,Outdoor,Hard,2nd Round,3,Kozlova K.,Zhang S.,Zhang S.,91,40,699,1355,2.25,1.57,6-4 1-6 2-6,0,2020,-51,-656,-0.6799999999999999,0,,-0.16666666666666663
Hobart International,2020-01-15,Outdoor,Hard,2nd Round,3,Rybakina E.,Cornet A.,Rybakina E.,30,60,1551,965,1.5,2.5,7-5 6-3 ,1,2020,30,586,1.0,0,,-0.16666666666666663
Hobart International,2020-01-15,Outdoor,Hard,2nd Round,3,Ferro F.,Watson H.,Watson H.,63,101,926,657,2.5,1.5,6-7 3-6 ,0,2020,38,269,-1.0,0,,0.0
Hobart International,2020-01-15,Outdoor,Hard,2nd Round,3,Cabrera L.,Pliskova Kr.,Cabrera L.,129,62,479,939,2.5,1.5,4-6 6-4 6-4,1,2020,-67,-460,-1.0,0,,0.19999999999999996
Hobart International,2020-01-15,Outdoor,Hard,2nd Round,3,Mertens E.,Kuzmova V.,Mertens E.,17,61,2250,949,1.14,5.5,6-1 6-0 ,1,2020,44,1301,4.36,0,,0.25
Adelaide International,2020-01-15,Outdoor,Hard,2nd Round,3,Rodionova Ar.,Vondrousova M.,Vondrousova M.,201,16,294,2390,3.0,1.36,0-6 0-6 ,0,2020,-185,-2096,-1.64,0,,0.0
Adelaide International,2020-01-15,Outdoor,Hard,2nd Round,3,Vekic D.,Sakkari M.,Vekic D.,20,23,2080,1820,1.72,2.0,2-6 7-5 6-1,1,2020,3,260,0.28,0,,0.0
Adelaide International,2020-01-15,Outdoor,Hard,2nd Round,3,Kenin S.,Collins D.,Collins D.,15,27,2565,1641,1.66,2.1,3-6 1-6 ,0,2020,12,924,0.44000000000000017,0,,-0.08333333333333337
Adelaide International,2020-01-15,Outdoor,Hard,2nd Round,3,Sabalenka A.,Pera B.,Sabalenka A.,12,70,2940,863,1.33,3.25,7-6 6-2 ,1,2020,58,2077,1.92,0,,-0.33333333333333337
Adelaide International,2020-01-15,Outdoor,Hard,2nd Round,3,Bencic B.,Goerges J.,Bencic B.,7,38,4605,1390,1.72,2.0,7-6 7-6 ,1,2020,31,3215,0.28,0,,-0.25
Hobart International,2020-01-16,Outdoor,Hard,Quarterfinals,3,Cabrera L.,Rybakina E.,Rybakina E.,129,30,479,1551,3.5,1.3,7-6 6-7 5-7,0,2020,-99,-1072,-2.2,0,,0.1428571428571429
Hobart International,2020-01-16,Outdoor,Hard,Quarterfinals,3,Davis L.,Zhang S.,Zhang S.,65,40,902,1355,2.37,1.57,1-6 4-6 ,0,2020,-25,-453,-0.8,0,,0.0
Hobart International,2020-01-16,Outdoor,Hard,Quarterfinals,3,Watson H.,Mertens E.,Watson H.,101,17,657,2250,6.0,1.12,6-7 6-4 7-5,1,2020,-84,-1593,-4.88,0,,0.19999999999999996
Adelaide International,2020-01-16,Outdoor,Hard,Quarterfinals,3,Sabalenka A.,Halep S.,Sabalenka A.,12,4,2940,5461,2.0,1.8,6-4 6-2 ,1,2020,-8,-2521,-0.19999999999999996,0,,-0.25
Adelaide International,2020-01-16,Outdoor,Hard,Quarterfinals,3,Bencic B.,Collins D.,Collins D.,7,27,4605,1641,1.9,1.9,3-6 1-6 ,0,2020,20,2964,0.0,0,,-0.13333333333333341
Adelaide International,2020-01-16,Outdoor,Hard,Quarterfinals,3,Barty A.,Vondrousova M.,Barty A.,1,16,7547,2390,1.5,2.62,6-3 6-3 ,1,2020,15,5157,1.12,0,,-0.5
Adelaide International,2020-01-16,Outdoor,Hard,Quarterfinals,3,Vekic D.,Yastremska D.,Yastremska D.,20,24,2080,1820,2.37,1.57,4-6 3-6 ,0,2020,4,260,-0.8,0,,0.16666666666666663
Hobart International,2020-01-17,Outdoor,Hard,Semifinals,3,Zhang S.,Kudermetova V.,Zhang S.,40,42,1355,1328,1.8,2.0,6-3 6-4 ,1,2020,2,27,0.19999999999999996,0,,-0.19999999999999996
Adelaide International,2020-01-17,Outdoor,Hard,Semifinals,3,Sabalenka A.,Yastremska D.,Yastremska D.,12,24,2940,1820,1.72,2.1,4-6 6-7 ,0,2020,12,1120,0.3800000000000001,0,,0.13333333333333341
Adelaide International,2020-01-17,Outdoor,Hard,Semifinals,3,Barty A.,Collins D.,Barty A.,1,27,7547,1641,1.44,2.75,3-6 6-1 7-6,1,2020,26,5906,1.31,0,,-0.16666666666666674
Hobart International,2020-01-17,Outdoor,Hard,Semifinals,3,Watson H.,Rybakina E.,Rybakina E.,101,30,657,1551,2.75,1.44,3-6 6-4 4-6,0,2020,-71,-894,-1.31,0,,0.125
Hobart International,2020-01-18,Outdoor,Hard,The Final,3,Rybakina E.,Zhang S.,Rybakina E.,30,40,1551,1355,2.3,1.61,7-6 6-3 ,1,2020,10,196,-0.6899999999999997,0,,0.05555555555555547
Adelaide International,2020-01-18,Outdoor,Hard,The Final,3,Yastremska D.,Barty A.,Barty A.,24,1,1820,7547,2.5,1.53,2-6 5-7 ,0,2020,-23,-5727,-0.97,0,,0.0
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Stephens S.,Zhang S.,Zhang S.,27,35,1683,1505,2.37,1.57,6-2 5-7 2-6,0,2020,8,178,-0.8,0,,-0.7142857142857143
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Barty A.,Tsurenko L.,Barty A.,1,120,8017,538,1.06,10.0,5-7 6-1 6-1,1,2020,119,7479,8.94,0,,0.8
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Stosur S.,Mcnally C.,Mcnally C.,99,116,683,552,3.0,1.4,1-6 4-6 ,0,2020,17,131,-1.6,0,,0.3333333333333333
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Gauff C.,Williams V.,Gauff C.,67,55,885,1019,1.57,2.37,7-6 6-3 ,1,2020,-12,-134,0.8,0,,0.0
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Siniakova K.,Kvitova P.,Kvitova P.,57,8,996,4436,5.0,1.16,1-6 0-6 ,0,2020,-49,-3440,-3.84,0,,-0.75
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Zidansek T.,Han N.L.,Zidansek T.,70,179,880,344,1.61,2.3,6-3 6-3 ,1,2020,109,536,0.6899999999999997,0,,0.0
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Ahn K.,Wozniacki C.,Wozniacki C.,92,36,707,1463,4.5,1.2,1-6 3-6 ,0,2020,-56,-756,-3.3,0,,0.0
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Williams S.,Potapova A.,Williams S.,9,90,4215,711,1.04,13.0,6-0 6-3 ,1,2020,81,3504,11.96,0,,0.0
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Cabrera L.,Li A.,Li A.,121,142,538,423,2.2,1.66,6-7 6-7 ,0,2020,21,115,-0.5400000000000003,0,,0.6666666666666666
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Krejcikova B.,Kanepi K.,Krejcikova B.,128,101,489,671,2.0,1.8,7-6 2-6 6-3,1,2020,-27,-182,-0.19999999999999996,0,,0.0
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Strycova B.,Cirstea S.,Cirstea S.,34,74,1516,795,1.8,2.0,2-6 6-7 ,0,2020,40,721,0.19999999999999996,0,,0.3333333333333333
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Alexandrova E.,Teichmann J.,Alexandrova E.,28,68,1645,883,1.2,4.5,6-4 4-6 6-2,1,2020,40,762,3.3,0,,0.6666666666666667
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Kuzmova V.,Goerges J.,Goerges J.,60,39,965,1415,3.4,1.33,1-6 2-6 ,0,2020,-21,-450,-2.07,0,,-0.26666666666666666
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Zhu L.,Golubic V.,Zhu L.,71,76,850,772,1.8,2.0,4-6 6-1 7-6,1,2020,5,78,0.19999999999999996,0,,0.0
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Larsson J.,Badosa P.,Badosa P.,215,97,280,687,1.72,2.1,1-6 0-6 ,0,2020,-118,-407,0.3800000000000001,0,,0.0
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Zheng S.,Kalinskaya A.,Zheng S.,42,109,1350,613,1.72,2.1,6-3 6-2 ,1,2020,67,737,0.3800000000000001,0,,0.0
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Bouzkova M.,Osaka N.,Osaka N.,59,4,979,5496,5.5,1.14,2-6 4-6 ,0,2020,-55,-4517,-4.36,0,,-0.75
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Kenin S.,Trevisan M.,Kenin S.,15,154,2565,384,1.2,4.5,6-2 6-4 ,1,2020,139,2181,3.3,0,,0.0
Australian Open,2020-01-20,Outdoor,Hard,1st Round,3,Mchale C.,Martic P.,Martic P.,84,14,741,2646,2.75,1.44,3-6 0-6 ,0,2020,-70,-1905,-1.31,0,,-0.16666666666666669
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Begu I.,Bertens K.,Bertens K.,105,10,627,4165,5.5,1.14,1-6 4-6 ,0,2020,-95,-3538,-4.36,0,,-0.6666666666666666
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Rogers S.,Muguruza G.,Muguruza G.,155,32,380,1526,2.2,1.66,6-0 1-6 0-6,0,2020,-123,-1146,-0.5400000000000003,-1,0.0,-0.33333333333333337
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Muchova K.,Flipkens K.,Muchova K.,22,81,1847,760,1.3,3.5,6-3 2-6 7-6,1,2020,59,1087,2.2,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Hsieh S.W.,Putintseva Y.,Putintseva Y.,37,38,1450,1415,1.9,1.9,1-6 3-6 ,0,2020,1,35,0.0,0,,-0.3333333333333333
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Siegemund L.,Vandeweghe C.,Siegemund L.,72,226,845,266,1.72,2.1,6-1 6-4 ,1,2020,154,579,0.3800000000000001,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Boulter K.,Svitolina E.,Svitolina E.,315,5,170,5075,10.0,1.06,4-6 5-7 ,0,2020,-310,-4905,-8.94,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Bellis C.,Maria T.,Bellis C.,600,87,50,729,1.28,3.75,6-0 6-2 ,1,2020,-513,-679,2.4699999999999998,0,,0.3333333333333333
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Rodionova Ar.,Bondarenko K.,Rodionova Ar.,163,535,366,66,2.0,1.8,3-6 7-6 6-0,1,2020,372,300,-0.19999999999999996,0,,-0.16666666666666663
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Cornet A.,Niculescu M.,Cornet A.,61,129,965,488,1.66,2.2,5-7 6-1 6-0,1,2020,68,477,0.5400000000000003,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Collins D.,Diatchenko V.,Collins D.,25,89,1825,719,1.14,5.5,6-1 3-6 6-4,1,2020,64,1106,4.36,0,,0.7142857142857143
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Paolini J.,Blinkova A.,Blinkova A.,96,58,691,989,3.75,1.28,5-7 4-6 ,0,2020,-38,-298,-2.4699999999999998,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Giorgi C.,Lottner A.,Giorgi C.,102,156,654,375,1.44,2.75,6-3 6-3 ,1,2020,54,279,1.31,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Doi M.,Dart H.,Dart H.,82,173,754,353,2.2,1.66,6-2 4-6 6-7,0,2020,91,401,-0.5400000000000003,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Kuznetsova S.,Vondrousova M.,Kuznetsova S.,53,16,1053,2490,3.5,1.3,6-2 4-6 6-4,1,2020,-37,-1437,-2.2,0,,-0.6666666666666666
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Cocciaretto E.,Kerber A.,Kerber A.,175,18,351,2175,3.5,1.3,2-6 2-6 ,0,2020,-157,-1824,-2.2,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Hon P.,Kozlova K.,Hon P.,139,83,428,746,2.62,1.5,6-3 6-4 ,1,2020,-56,-318,-1.12,0,,-0.3333333333333333
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Brady J.,Halep S.,Halep S.,49,3,1143,5561,3.0,1.4,6-7 1-6 ,0,2020,-46,-4418,-1.6,0,,0.16666666666666663
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Fernandez L.A.,Davis L.,Davis L.,207,62,286,949,2.62,1.5,4-6 2-6 ,0,2020,-145,-663,-1.12,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Diyas Z.,Anisimova A.,Diyas Z.,73,24,835,1843,3.0,1.4,6-3 4-6 6-3,1,2020,-49,-1008,-1.6,0,,-0.08333333333333337
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Sevastova A.,Tomljanovic A.,Tomljanovic A.,33,52,1518,1095,1.9,1.9,1-6 1-6 ,0,2020,19,423,0.0,0,,-0.5
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Garcia C.,Brengle M.,Garcia C.,46,95,1235,691,1.53,2.5,6-7 6-2 6-2,1,2020,49,544,0.97,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Van Uytvanck A.,Ferro F.,Ferro F.,47,63,1175,944,1.53,2.5,2-6 1-6 ,0,2020,16,231,0.97,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Sakkari M.,Gasparyan M.,Sakkari M.,23,100,1845,678,1.4,3.0,6-2 6-2 ,1,2020,77,1167,1.6,0,,0.3333333333333333
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Yastremska D.,Juvan K.,Yastremska D.,21,127,2070,490,1.28,3.75,6-1 6-1 ,1,2020,106,1580,2.4699999999999998,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Konta J.,Jabeur O.,Jabeur O.,13,78,2813,770,1.66,2.2,4-6 2-6 ,0,2020,65,2043,0.5400000000000003,0,,-0.3333333333333333
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Bencic B.,Schmiedlova A.K.,Bencic B.,7,203,4675,293,1.12,6.0,6-3 7-5 ,1,2020,196,4382,4.88,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Peterson R.,Hercog P.,Hercog P.,44,48,1275,1145,1.61,2.3,3-6 3-6 ,0,2020,4,130,0.6899999999999997,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Pliskova Ka.,Mladenovic K.,Pliskova Ka.,2,41,5940,1360,1.22,4.33,6-1 7-5 ,1,2020,39,4580,3.1100000000000003,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Peng S.,Hibino N.,Hibino N.,104,103,642,645,1.57,2.37,6-4 6-7 3-6,0,2020,-1,-3,0.8,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Keys M.,Kasatkina D.,Keys M.,11,69,3072,880,1.16,5.0,6-3 6-1 ,1,2020,58,2192,3.84,0,,0.46666666666666673
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Linette M.,Rus A.,Rus A.,43,93,1302,701,1.44,2.75,6-1 3-6 4-6,0,2020,50,601,1.31,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Vekic D.,Sharapova M.,Vekic D.,20,145,2120,407,1.66,2.2,6-3 6-4 ,1,2020,125,1713,0.5400000000000003,0,,0.5
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Pera B.,Rybakina E.,Rybakina E.,65,26,925,1816,2.37,1.57,3-6 2-6 ,0,2020,-39,-891,-0.8,0,,-0.4
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Wang Q.,Parmentier P.,Wang Q.,29,133,1593,457,1.12,6.0,7-6 6-3 ,1,2020,104,1136,4.88,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Sasnovich A.,Minnen G.,Minnen G.,94,119,697,539,1.66,2.2,6-7 6-4 5-7,0,2020,25,158,0.5400000000000003,0,,0.3333333333333333
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Ostapenko J.,Samsonova L.,Ostapenko J.,45,118,1250,542,1.9,1.9,6-1 6-4 ,1,2020,73,708,0.0,0,,0.0
Australian Open,2020-01-21,Outdoor,Hard,1st Round,3,Wang Yaf.,Riske A.,Riske A.,51,19,1105,2130,2.3,1.61,6-7 6-2 3-6,0,2020,-32,-1025,-0.6899999999999997,0,,-0.3333333333333333
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Zhu L.,Riske A.,Riske A.,71,19,850,2130,2.5,1.53,3-6 1-6 ,0,2020,-52,-1280,-0.97,0,,-0.4166666666666667
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Wozniacki C.,Yastremska D.,Wozniacki C.,36,21,1463,2070,2.2,1.66,7-5 7-5 ,1,2020,-15,-607,-0.5400000000000003,0,,0.13333333333333341
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Hercog P.,Barty A.,Barty A.,48,1,1145,8017,7.0,1.1,1-6 4-6 ,0,2020,-47,-6872,-5.9,0,,0.16666666666666663
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Jabeur O.,Garcia C.,Jabeur O.,78,46,770,1235,1.57,2.37,1-6 6-2 6-3,1,2020,-32,-465,0.8,0,,0.0
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Cirstea S.,Gauff C.,Gauff C.,74,67,795,885,2.3,1.61,6-4 3-6 5-7,0,2020,-7,-90,-0.6899999999999997,0,,-0.16666666666666663
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Zidansek T.,Williams S.,Williams S.,70,9,880,4215,19.0,1.02,2-6 3-6 ,0,2020,-61,-3335,-17.98,0,,-0.5
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Ferro F.,Wang Q.,Wang Q.,63,29,944,1593,4.33,1.22,1-6 2-6 ,0,2020,-34,-649,-3.1100000000000003,0,,-0.09999999999999998
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Sakkari M.,Hibino N.,Sakkari M.,23,103,1845,645,1.2,4.5,7-6 6-4 ,1,2020,80,1200,3.3,0,,-0.5
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Keys M.,Rus A.,Keys M.,11,93,3072,701,1.07,9.0,7-6 6-2 ,1,2020,82,2371,7.93,0,,-0.16666666666666663
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Alexandrova E.,Krejcikova B.,Alexandrova E.,28,128,1645,489,1.22,4.33,6-1 6-3 ,1,2020,100,1156,3.1100000000000003,0,,0.0
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Rybakina E.,Minnen G.,Rybakina E.,26,119,1816,539,1.36,3.2,6-3 6-4 ,1,2020,93,1277,1.84,0,,0.40909090909090906
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Mcnally C.,Zhang S.,Zhang S.,116,35,552,1505,2.62,1.5,2-6 4-6 ,0,2020,-81,-953,-1.12,0,,-0.25
Australian Open,2020-01-22,Outdoor,Hard,1st Round,3,Pegula J.,Townsend T.,Townsend T.,66,79,910,761,1.61,2.3,4-6 6-7 ,0,2020,13,149,0.6899999999999997,0,,0.75
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Zheng S.,Osaka N.,Osaka N.,42,4,1350,5496,6.0,1.12,2-6 4-6 ,0,2020,-38,-4146,-4.88,0,,-0.30000000000000004
Australian Open,2020-01-22,Outdoor,Hard,1st Round,3,Stojanovic N.,Pavlyuchenkova A.,Pavlyuchenkova A.,85,30,736,1585,3.2,1.36,1-6 5-7 ,0,2020,-55,-849,-1.84,0,,-0.3333333333333333
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Kvitova P.,Badosa P.,Kvitova P.,8,97,4436,687,1.05,11.0,7-5 7-5 ,1,2020,89,3749,9.95,0,,-0.19999999999999996
Australian Open,2020-01-22,Outdoor,Hard,1st Round,3,Sharma A.,Kontaveit A.,Kontaveit A.,111,31,597,1575,3.5,1.3,0-6 2-6 ,0,2020,-80,-978,-2.2,0,,-0.3333333333333333
Australian Open,2020-01-22,Outdoor,Hard,1st Round,3,Sorribes Tormo S.,Kudermetova V.,Sorribes Tormo S.,91,40,708,1383,3.2,1.36,2-6 6-1 6-1,1,2020,-51,-675,-1.84,0,,-0.6666666666666666
Australian Open,2020-01-22,Outdoor,Hard,1st Round,3,Sabalenka A.,Suarez Navarro C.,Suarez Navarro C.,12,54,3025,1048,1.22,4.33,6-7 6-7 ,0,2020,42,1977,3.1100000000000003,0,,0.6666666666666666
Australian Open,2020-01-22,Outdoor,Hard,1st Round,3,Watson H.,Pliskova Kr.,Watson H.,75,64,784,940,1.9,1.9,4-6 6-3 6-1,1,2020,-11,-156,0.0,0,,0.08333333333333337
Australian Open,2020-01-22,Outdoor,Hard,1st Round,3,Mertens E.,Kovinic D.,Mertens E.,17,86,2250,734,1.14,5.5,6-2 6-0 ,1,2020,69,1516,4.36,0,,0.0
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Li A.,Kenin S.,Kenin S.,142,15,423,2565,4.5,1.2,1-6 3-6 ,0,2020,-127,-2142,-3.3,0,,-0.09999999999999998
Australian Open,2020-01-22,Outdoor,Hard,2nd Round,3,Goerges J.,Martic P.,Goerges J.,39,14,1415,2646,1.9,1.9,4-6 6-3 7-5,1,2020,-25,-1231,0.0,0,,0.0
Australian Open,2020-01-22,Outdoor,Hard,1st Round,3,Swiatek I.,Babos T.,Swiatek I.,56,88,997,720,1.57,2.37,6-3 6-2 ,1,2020,32,277,0.8,0,,0.0
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Kontaveit A.,Sorribes Tormo S.,Kontaveit A.,31,91,1575,708,1.16,5.0,6-2 4-6 6-1,1,2020,60,867,3.84,0,,0.16666666666666669
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Svitolina E.,Davis L.,Svitolina E.,5,62,5075,949,1.16,5.0,6-2 7-6 ,1,2020,57,4126,3.84,0,,-0.16666666666666663
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Collins D.,Putintseva Y.,Putintseva Y.,25,38,1825,1415,1.44,2.75,4-6 6-2 5-7,0,2020,13,410,1.31,1,1.0,0.25
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Giorgi C.,Kuznetsova S.,Giorgi C.,102,53,654,1053,2.2,1.66,6-3 6-1 ,1,2020,-49,-399,-0.5400000000000003,0,,0.0
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Dart H.,Halep S.,Halep S.,173,3,353,5561,8.0,1.08,2-6 4-6 ,0,2020,-170,-5208,-6.92,0,,0.33333333333333337
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Pavlyuchenkova A.,Townsend T.,Pavlyuchenkova A.,30,79,1585,761,1.44,2.75,7-5 7-6 ,1,2020,49,824,1.31,0,,0.0
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Suarez Navarro C.,Swiatek I.,Swiatek I.,54,56,1048,997,2.37,1.57,3-6 5-7 ,0,2020,2,51,-0.8,0,,-0.5
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Rodionova Ar.,Bertens K.,Bertens K.,163,10,366,4165,9.0,1.07,3-6 5-7 ,0,2020,-153,-3799,-7.93,0,,-0.08333333333333337
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Siegemund L.,Pliskova Ka.,Pliskova Ka.,72,2,845,5940,5.5,1.14,3-6 3-6 ,0,2020,-70,-5095,-4.36,0,,-0.25
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Hon P.,Kerber A.,Kerber A.,139,18,428,2175,4.5,1.2,3-6 2-6 ,0,2020,-121,-1747,-3.3,0,,-0.3333333333333333
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Bellis C.,Muchova K.,Bellis C.,600,22,50,1847,2.3,1.61,6-4 6-4 ,1,2020,-578,-1797,-0.6899999999999997,0,,0.0
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Diyas Z.,Blinkova A.,Diyas Z.,73,58,835,989,1.61,2.3,4-6 6-3 6-4,1,2020,-15,-154,0.6899999999999997,1,1.0,0.25
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Tomljanovic A.,Muguruza G.,Muguruza G.,52,32,1095,1526,2.1,1.72,3-6 6-3 3-6,0,2020,-20,-431,-0.3800000000000001,0,,-0.2571428571428571
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Vekic D.,Cornet A.,Vekic D.,20,61,2120,965,1.44,2.75,6-4 6-2 ,1,2020,41,1155,1.31,0,,-0.20000000000000007
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Ostapenko J.,Bencic B.,Bencic B.,45,7,1250,4675,2.75,1.44,5-7 5-7 ,0,2020,-38,-3425,-1.31,0,,0.4
Australian Open,2020-01-23,Outdoor,Hard,2nd Round,3,Mertens E.,Watson H.,Mertens E.,17,75,2250,784,1.25,4.0,6-3 6-0 ,1,2020,58,1466,2.75,-1,0.0,-0.08571428571428574
Australian Open,2020-01-24,Outdoor,Hard,3rd Round,3,Kenin S.,Zhang S.,Kenin S.,15,35,2565,1505,1.53,2.5,7-5 7-6 ,1,2020,20,1060,0.97,0,,-0.11111111111111116
Australian Open,2020-01-24,Outdoor,Hard,3rd Round,3,Osaka N.,Gauff C.,Gauff C.,4,67,5496,885,1.16,5.0,3-6 4-6 ,0,2020,63,4611,3.84,0,,0.08333333333333337
Australian Open,2020-01-24,Outdoor,Hard,3rd Round,3,Riske A.,Goerges J.,Riske A.,19,39,2130,1415,2.0,1.8,1-6 7-6 6-2,1,2020,20,715,-0.19999999999999996,0,,0.08571428571428574
Australian Open,2020-01-24,Outdoor,Hard,3rd Round,3,Keys M.,Sakkari M.,Sakkari M.,11,23,3072,1845,1.4,3.0,4-6 4-6 ,0,2020,12,1227,1.6,0,,0.2571428571428571
Australian Open,2020-01-24,Outdoor,Hard,3rd Round,3,Jabeur O.,Wozniacki C.,Jabeur O.,78,36,770,1463,3.0,1.4,7-5 3-6 7-5,1,2020,-42,-693,-1.6,0,,-0.2333333333333334
Australian Open,2020-01-24,Outdoor,Hard,3rd Round,3,Williams S.,Wang Q.,Wang Q.,9,29,4215,1593,1.1,7.0,4-6 7-6 5-7,0,2020,20,2622,5.9,0,,0.33333333333333337
Australian Open,2020-01-24,Outdoor,Hard,3rd Round,3,Rybakina E.,Barty A.,Barty A.,26,1,1816,8017,4.0,1.25,3-6 2-6 ,0,2020,-25,-6201,-2.75,0,,0.059523809523809534
Australian Open,2020-01-24,Outdoor,Hard,3rd Round,3,Kvitova P.,Alexandrova E.,Kvitova P.,8,28,4436,1645,1.5,2.62,6-1 6-2 ,1,2020,20,2791,1.12,0,,-0.16666666666666663
Australian Open,2020-01-25,Outdoor,Hard,3rd Round,3,Bertens K.,Diyas Z.,Bertens K.,10,73,4165,835,1.5,2.62,6-2 7-6 ,1,2020,63,3330,1.12,0,,0.0
